timestamp,case_id,model_version,prediction,probability_default
2026-03-26T11:49:50.367600,1,rf_v1,0,0.2749940295484599
2026-03-26T11:49:50.367600,2,rf_v1,0,0.24168775006485066
2026-03-26T11:49:50.367600,3,rf_v1,1,0.5147467528436878
2026-03-26T11:49:50.367600,4,rf_v1,0,0.4798576461389746
2026-03-26T11:49:50.367600,5,rf_v1,0,0.23686908137253876
2026-03-26T11:49:50.367600,6,rf_v1,0,0.2917076793325082
2026-03-26T11:49:50.367600,7,rf_v1,0,0.25250182809999777
2026-03-26T11:49:50.367600,8,rf_v1,0,0.3591515221863434
2026-03-26T11:49:50.367600,9,rf_v1,0,0.3887617279171742
2026-03-26T11:49:50.367600,10,rf_v1,0,0.17883231380222092
2026-03-26T11:49:50.367600,11,rf_v1,0,0.07567719725829594
2026-03-26T11:49:50.367600,12,rf_v1,0,0.3209371346630013
2026-03-26T11:49:50.367600,13,rf_v1,0,0.03101545940128552
2026-03-26T11:49:50.367600,14,rf_v1,0,0.3301163165176687
2026-03-26T11:49:50.367600,15,rf_v1,0,0.4256332985026285
2026-03-26T11:49:50.367600,16,rf_v1,0,0.13162499914083903
2026-03-26T11:49:50.367600,17,rf_v1,0,0.3583760768356523
2026-03-26T11:49:50.367600,18,rf_v1,0,0.07607202504035639
2026-03-26T11:49:50.367600,19,rf_v1,0,0.1393125591265774
2026-03-26T11:49:50.367600,20,rf_v1,0,0.13599799460297082
2026-03-26T11:49:50.367600,21,rf_v1,0,0.1893329265496138
2026-03-26T11:49:50.367600,22,rf_v1,0,0.20158858066245514
2026-03-26T11:49:50.367600,23,rf_v1,0,0.15038538727529377
2026-03-26T11:49:50.367600,24,rf_v1,1,0.5375271971918726
2026-03-26T11:49:50.367600,25,rf_v1,0,0.48853055737340073
2026-03-26T11:49:50.367600,26,rf_v1,0,0.4388384235392969
2026-03-26T11:49:50.367600,27,rf_v1,0,0.055801826000207846
2026-03-26T11:49:50.367600,28,rf_v1,0,0.2735030560222335
2026-03-26T11:49:50.367600,29,rf_v1,0,0.23525135971163444
2026-03-26T11:49:50.367600,30,rf_v1,0,0.12981870931584016
2026-03-26T11:49:50.367600,31,rf_v1,0,0.24623657445560518
2026-03-26T11:49:50.367600,32,rf_v1,0,0.28336437950396903
2026-03-26T11:49:50.367600,33,rf_v1,0,0.19539560944086878
2026-03-26T11:49:50.367600,34,rf_v1,1,0.6579700289441637
2026-03-26T11:49:50.367600,35,rf_v1,0,0.20483946047682572
2026-03-26T11:49:50.367600,36,rf_v1,1,0.616813646335772
2026-03-26T11:49:50.367600,37,rf_v1,0,0.4566770472987999
2026-03-26T11:49:50.367600,38,rf_v1,1,0.663776834381664
2026-03-26T11:49:50.367600,39,rf_v1,0,0.24015661072404143
2026-03-26T11:49:50.367600,40,rf_v1,1,0.7052423238189092
2026-03-26T11:49:50.367600,41,rf_v1,0,0.39916914528838254
2026-03-26T11:49:50.367600,42,rf_v1,0,0.40840492461299305
2026-03-26T11:49:50.367600,43,rf_v1,0,0.21333621489778298
2026-03-26T11:49:50.367600,44,rf_v1,0,0.44534093751775755
2026-03-26T11:49:50.367600,45,rf_v1,0,0.15712544602348624
2026-03-26T11:49:50.367600,46,rf_v1,0,0.09632539957451133
2026-03-26T11:49:50.367600,47,rf_v1,1,0.5914546953112872
2026-03-26T11:49:50.367600,48,rf_v1,1,0.6902619681663755
2026-03-26T11:49:50.367600,49,rf_v1,0,0.27172715803055025
2026-03-26T11:49:50.367600,50,rf_v1,0,0.1548201562708326
2026-03-26T11:49:50.367600,51,rf_v1,0,0.06613930118225882
2026-03-26T11:49:50.367600,52,rf_v1,0,0.1405901392051763
2026-03-26T11:49:50.367600,53,rf_v1,0,0.3496923905774644
2026-03-26T11:49:50.367600,54,rf_v1,1,0.5256243611654429
2026-03-26T11:49:50.367600,55,rf_v1,1,0.5849965177992731
2026-03-26T11:49:50.367600,56,rf_v1,0,0.25154124514754966
2026-03-26T11:49:50.367600,57,rf_v1,0,0.11099837042854327
2026-03-26T11:49:50.367600,58,rf_v1,0,0.2561432766594604
2026-03-26T11:49:50.367600,59,rf_v1,0,0.44127554212541903
2026-03-26T11:49:50.367600,60,rf_v1,1,0.5072794026989308
2026-03-26T11:49:50.367600,61,rf_v1,0,0.1901868318407364
2026-03-26T11:49:50.367600,62,rf_v1,1,0.715143119098775
2026-03-26T11:49:50.367600,63,rf_v1,0,0.3977788660976687
2026-03-26T11:49:50.367600,64,rf_v1,1,0.6026574350487731
2026-03-26T11:49:50.367600,65,rf_v1,0,0.10660326793536486
2026-03-26T11:49:50.367600,66,rf_v1,0,0.2855224669818756
2026-03-26T11:49:50.367600,67,rf_v1,0,0.04738484829305536
2026-03-26T11:49:50.367600,68,rf_v1,0,0.09236225374534639
2026-03-26T11:49:50.367600,69,rf_v1,1,0.5380272639863858
2026-03-26T11:49:50.367600,70,rf_v1,1,0.5761819813543594
2026-03-26T11:49:50.367600,71,rf_v1,0,0.37137868454298956
2026-03-26T11:49:50.367600,72,rf_v1,0,0.4498389549934433
2026-03-26T11:49:50.367600,73,rf_v1,0,0.19133893610901112
2026-03-26T11:49:50.367600,74,rf_v1,0,0.22293428715113744
2026-03-26T11:49:50.367600,75,rf_v1,0,0.3868379578503378
2026-03-26T11:49:50.367600,76,rf_v1,0,0.10716894136938732
2026-03-26T11:49:50.367600,77,rf_v1,0,0.20453232959375572
2026-03-26T11:49:50.367600,78,rf_v1,0,0.13875434971637876
2026-03-26T11:49:50.367600,79,rf_v1,1,0.5304996849677055
2026-03-26T11:49:50.367600,80,rf_v1,0,0.23035847564372539
2026-03-26T11:49:50.367600,81,rf_v1,1,0.5729380919908048
2026-03-26T11:49:50.367600,82,rf_v1,0,0.18705779274808204
2026-03-26T11:49:50.367600,83,rf_v1,0,0.34576984032902675
2026-03-26T11:49:50.367600,84,rf_v1,0,0.09564878449326317
2026-03-26T11:49:50.367600,85,rf_v1,0,0.10180063003017556
2026-03-26T11:49:50.367600,86,rf_v1,0,0.40534466022217186
2026-03-26T11:49:50.367600,87,rf_v1,0,0.34208793178690267
2026-03-26T11:49:50.367600,88,rf_v1,0,0.12224465678550485
2026-03-26T11:49:50.367600,89,rf_v1,0,0.3856681657887172
2026-03-26T11:49:50.367600,90,rf_v1,0,0.27943807932810993
2026-03-26T11:49:50.367600,91,rf_v1,1,0.5990283394914174
2026-03-26T11:49:50.367600,92,rf_v1,0,0.41514810124295715
2026-03-26T11:49:50.367600,93,rf_v1,0,0.3236595169913022
2026-03-26T11:49:50.367600,94,rf_v1,0,0.271731693393147
2026-03-26T11:49:50.367600,95,rf_v1,0,0.17966634979119167
2026-03-26T11:49:50.367600,96,rf_v1,0,0.13819087662995533
2026-03-26T11:49:50.367600,97,rf_v1,1,0.7428812075824492
2026-03-26T11:49:50.367600,98,rf_v1,0,0.3557442741448063
2026-03-26T11:49:50.367600,99,rf_v1,0,0.4291827517282577
2026-03-26T11:49:50.367600,100,rf_v1,0,0.2720707821685701
2026-03-26T11:49:50.367600,101,rf_v1,0,0.08456438938728658
2026-03-26T11:49:50.367600,102,rf_v1,0,0.1402412655924331
2026-03-26T11:49:50.367600,103,rf_v1,0,0.08498027335352674
2026-03-26T11:49:50.367600,104,rf_v1,0,0.27217882553051953
2026-03-26T11:49:50.367600,105,rf_v1,0,0.08938288648383658
2026-03-26T11:49:50.367600,106,rf_v1,0,0.41740072745189394
2026-03-26T11:49:50.367600,107,rf_v1,0,0.1717402705796371
2026-03-26T11:49:50.367600,108,rf_v1,0,0.1896849195070545
2026-03-26T11:49:50.367600,109,rf_v1,0,0.16549600578291807
2026-03-26T11:49:50.367600,110,rf_v1,0,0.3766001775673882
2026-03-26T11:49:50.367600,111,rf_v1,0,0.3533599514873204
2026-03-26T11:49:50.367600,112,rf_v1,0,0.14636957585072938
2026-03-26T11:49:50.367600,113,rf_v1,1,0.5147590662345217
2026-03-26T11:49:50.367600,114,rf_v1,0,0.08862119211089828
2026-03-26T11:49:50.367600,115,rf_v1,0,0.21007304871984828
2026-03-26T11:49:50.367600,116,rf_v1,0,0.38105549360848956
2026-03-26T11:49:50.367600,117,rf_v1,0,0.4876912666639317
2026-03-26T11:49:50.367600,118,rf_v1,0,0.3347241806098659
2026-03-26T11:49:50.367600,119,rf_v1,0,0.20495005102899902
2026-03-26T11:49:50.367600,120,rf_v1,0,0.11904833371065164
2026-03-26T11:49:50.367600,121,rf_v1,0,0.36913792236746856
2026-03-26T11:49:50.367600,122,rf_v1,0,0.2182694855468901
2026-03-26T11:49:50.367600,123,rf_v1,0,0.4590121638569497
2026-03-26T11:49:50.367600,124,rf_v1,0,0.17562987457444876
2026-03-26T11:49:50.367600,125,rf_v1,0,0.36114019206009085
2026-03-26T11:49:50.367600,126,rf_v1,0,0.1807678539091044
2026-03-26T11:49:50.367600,127,rf_v1,0,0.16273069748223518
2026-03-26T11:49:50.367600,128,rf_v1,0,0.2657643893798387
2026-03-26T11:49:50.367600,129,rf_v1,0,0.47377344868317955
2026-03-26T11:49:50.367600,130,rf_v1,1,0.5946780363261243
2026-03-26T11:49:50.367600,131,rf_v1,0,0.4237350617614203
2026-03-26T11:49:50.367600,132,rf_v1,0,0.23747807540777932
2026-03-26T11:49:50.367600,133,rf_v1,1,0.578142127581504
2026-03-26T11:49:50.367600,134,rf_v1,0,0.4431618220303982
2026-03-26T11:49:50.367600,135,rf_v1,0,0.3122879311123241
2026-03-26T11:49:50.367600,136,rf_v1,1,0.5965744966123363
2026-03-26T11:49:50.367600,137,rf_v1,0,0.1372024527191611
2026-03-26T11:49:50.367600,138,rf_v1,0,0.24403158507913275
2026-03-26T11:49:50.367600,139,rf_v1,0,0.4264132032098877
2026-03-26T11:49:50.367600,140,rf_v1,0,0.315432692015765
2026-03-26T11:49:50.367600,141,rf_v1,0,0.40865374624482115
2026-03-26T11:49:50.367600,142,rf_v1,1,0.6184485265796491
2026-03-26T11:49:50.367600,143,rf_v1,0,0.04343119802748771
2026-03-26T11:49:50.367600,144,rf_v1,0,0.3044615147447771
2026-03-26T11:49:50.367600,145,rf_v1,0,0.33098625729023384
2026-03-26T11:49:50.367600,146,rf_v1,0,0.3761518007887439
2026-03-26T11:49:50.367600,147,rf_v1,0,0.06293221343982239
2026-03-26T11:49:50.367600,148,rf_v1,0,0.1527304114965714
2026-03-26T11:49:50.367600,149,rf_v1,0,0.0726854791464982
2026-03-26T11:49:50.367600,150,rf_v1,0,0.23392085188839387
2026-03-26T11:49:50.367600,151,rf_v1,0,0.1259465045770673
2026-03-26T11:49:50.367600,152,rf_v1,0,0.13175757083026168
2026-03-26T11:49:50.367600,153,rf_v1,0,0.36217738003779426
2026-03-26T11:49:50.367600,154,rf_v1,0,0.19434407615262372
2026-03-26T11:49:50.367600,155,rf_v1,1,0.510790829421186
2026-03-26T11:49:50.367600,156,rf_v1,0,0.39149069168085376
2026-03-26T11:49:50.367600,157,rf_v1,0,0.4254568461674451
2026-03-26T11:49:50.367600,158,rf_v1,0,0.27537772044813164
2026-03-26T11:49:50.367600,159,rf_v1,0,0.23954983270297664
2026-03-26T11:49:50.367600,160,rf_v1,0,0.30316581532894843
2026-03-26T11:49:50.367600,161,rf_v1,1,0.6725110331655004
2026-03-26T11:49:50.367600,162,rf_v1,0,0.15201889968785523
2026-03-26T11:49:50.367600,163,rf_v1,1,0.5737148461783322
2026-03-26T11:49:50.367600,164,rf_v1,0,0.06822350642585542
2026-03-26T11:49:50.367600,165,rf_v1,0,0.32774526512211716
2026-03-26T11:49:50.367600,166,rf_v1,0,0.20512786790075485
2026-03-26T11:49:50.367600,167,rf_v1,0,0.37786065130528057
2026-03-26T11:49:50.367600,168,rf_v1,1,0.6100602336415146
2026-03-26T11:49:50.367600,169,rf_v1,0,0.38258647058995515
2026-03-26T11:49:50.367600,170,rf_v1,0,0.22866224525261572
2026-03-26T11:49:50.367600,171,rf_v1,0,0.4068548902283974
2026-03-26T11:49:50.367600,172,rf_v1,0,0.2080169363156827
2026-03-26T11:49:50.367600,173,rf_v1,0,0.23487561179005778
2026-03-26T11:49:50.367600,174,rf_v1,0,0.09523158706563072
2026-03-26T11:49:50.367600,175,rf_v1,0,0.14921630650444456
2026-03-26T11:49:50.367600,176,rf_v1,1,0.5746441000891668
2026-03-26T11:49:50.367600,177,rf_v1,0,0.06576938058798894
2026-03-26T11:49:50.367600,178,rf_v1,0,0.18332640087012345
2026-03-26T11:49:50.367600,179,rf_v1,1,0.5642022542529254
2026-03-26T11:49:50.367600,180,rf_v1,0,0.2952554825898073
2026-03-26T11:49:50.367600,181,rf_v1,0,0.23780034672572065
2026-03-26T11:49:50.367600,182,rf_v1,0,0.4941251320836935
2026-03-26T11:49:50.367600,183,rf_v1,0,0.23990387186563467
2026-03-26T11:49:50.367600,184,rf_v1,1,0.502912756527946
2026-03-26T11:49:50.367600,185,rf_v1,0,0.355230991826622
2026-03-26T11:49:50.367600,186,rf_v1,1,0.580080247450824
2026-03-26T11:49:50.367600,187,rf_v1,0,0.43750145859205813
